64	66	67	68	1	9	0	63	54	65	72	12	62	73	10	14	57	59	56	70	19	24	6	7	8	31	69	71	4	51	
5	57	69	56	6	70	60	58	11	10	12	68	72	59	8	7	63	61	51	55	73	9	83	31	28	53	66	64	54	14	
56	5	57	68	63	6	70	69	8	7	64	66	54	83	51	10	12	55	62	77	58	28	59	67	60	9	72	1	52	85	
44	34	46	36	43	80	37	40	75	45	38	35	79	50	49	27	31	76	41	87	86	47	26	81	89	85	32	39	48	2	
59	61	58	60	11	56	55	57	54	64	9	51	52	67	10	73	68	0	69	72	66	1	5	53	70	14	19	89	12	6	
29	14	28	33	8	6	13	31	32	9	12	5	7	15	10	21	30	4	19	11	63	20	16	57	0	26	25	42	62	70	
84	87	85	76	79	80	75	88	74	37	81	82	89	86	50	78	83	40	43	31	32	47	44	36	42	45	35	30	39	34	
87	37	89	76	40	50	86	88	75	80	79	39	84	42	82	83	44	85	36	43	74	35	41	38	47	81	34	49	2	48	
10	6	12	79	81	38	43	39	27	80	4	83	41	48	14	9	24	86	42	40	11	31	0	7	78	57	32	61	5	33	
23	72	24	65	22	12	64	19	20	73	71	18	62	21	48	14	67	13	9	70	15	63	81	66	0	45	47	68	7	59	
3	17	16	4	2	15	26	0	25	36	1	22	27	39	19	33	18	20	40	24	38	34	23	21	44	35	32	14	9	41	
56	57	68	69	70	51	60	58	52	28	5	72	66	63	62	82	64	73	59	55	83	67	54	53	88	1	84	61	77	85	
85	82	83	47	84	50	80	76	79	43	88	81	89	45	87	37	34	42	44	48	56	31	35	64	49	75	78	57	77	36	
2	4	3	25	27	26	38	39	0	86	30	75	16	36	40	17	1	74	31	21	89	88	41	44	87	81	24	19	37	15	
65	67	64	18	1	0	66	72	19	47	71	24	73	22	59	68	54	21	9	49	62	34	4	63	48	12	46	23	20	55	
16	17	26	15	3	18	25	2	27	4	19	22	36	0	24	21	9	20	39	34	1	14	30	31	38	49	44	33	23	40	
14	29	15	9	16	8	13	33	4	6	28	12	39	10	26	3	19	7	11	17	25	32	5	31	0	2	27	21	18	20	
88	89	87	74	86	76	31	30	81	75	40	85	50	83	47	79	54	84	49	80	36	37	32	82	39	33	26	55	48	59	
62	63	64	68	7	65	55	67	70	56	8	66	54	57	13	71	1	52	5	28	72	69	73	51	53	14	12	6	59	80	
58	59	60	53	57	51	61	54	56	73	72	68	55	10	67	70	12	6	11	64	52	69	66	9	0	77	81	5	80	83	
71	73	66	67	72	70	65	68	62	64	63	69	0	1	20	19	12	21	51	60	14	58	13	56	53	57	15	46	24	54	
51	28	68	30	74	57	52	53	75	70	54	0	56	12	31	73	60	6	21	82	8	1	66	88	4	29	62	86	14	80	
55	54	57	6	59	9	56	64	77	7	8	5	58	14	12	10	85	67	1	84	66	68	31	75	83	79	76	63	0	4	
83	80	81	79	86	85	84	78	87	89	82	77	75	57	43	88	6	53	74	48	56	50	10	31	47	44	76	51	55	42	
21	75	80	24	19	20	27	26	12	25	46	44	4	0	73	81	31	15	2	60	89	10	30	61	74	76	83	43	45	51	
38	27	86	39	25	4	40	53	10	6	33	31	81	2	87	26	54	41	79	9	75	32	14	12	42	74	30	89	3	16	
68	54	1	52	57	66	51	56	53	62	64	63	67	0	28	8	70	55	7	4	88	77	73	89	13	60	75	65	80	2	
58	11	61	59	60	10	19	0	12	9	73	4	14	69	15	57	66	72	21	6	5	70	56	25	20	27	31	54	55	26	
85	88	74	82	83	76	81	89	30	31	75	84	86	24	80	43	47	79	45	51	87	48	25	22	28	50	27	44	26	39	
1	54	37	40	87	55	56	36	57	4	76	50	77	64	2	75	88	39	0	59	89	86	74	8	84	67	52	7	49	79	
20	15	19	17	21	16	25	18	26	27	24	23	14	22	0	12	4	3	9	73	29	10	2	11	31	61	71	13	44	30	
1	0	66	67	68	64	54	4	65	73	63	51	62	53	57	55	72	56	70	2	71	52	14	12	58	25	19	21	24	18	
25	18	26	17	16	74	36	30	2	15	34	3	22	35	88	31	19	4	49	76	27	24	39	21	75	40	37	86	47	0	
66	67	1	0	4	68	73	64	65	71	55	72	54	57	59	3	70	53	56	63	58	2	69	40	36	62	6	12	9	19	
48	49	81	45	50	47	46	80	79	43	44	41	22	85	38	34	24	23	40	37	87	12	86	42	31	84	89	82	39	62	
12	20	19	11	14	15	9	10	21	73	13	61	0	70	60	4	29	6	27	26	5	16	72	71	18	59	8	24	69	28	
6	5	57	7	8	55	56	12	54	9	68	29	63	53	14	10	69	31	28	70	59	64	58	13	79	11	60	66	32	51	
40	42	87	39	37	84	76	36	33	79	50	86	75	32	43	85	89	41	88	35	2	83	74	47	38	49	34	44	4	80	
11	61	9	10	5	59	60	57	12	58	56	31	14	6	83	69	82	39	84	32	4	33	55	70	8	42	13	7	79	81	
51	58	60	52	68	73	28	54	64	56	57	53	72	59	55	70	29	67	14	62	63	66	12	21	61	13	30	9	0	8	
14	8	28	6	12	51	29	10	9	19	70	54	7	5	57	24	63	68	13	52	0	21	73	4	56	11	72	61	31	53	
47	23	22	24	18	45	65	48	64	34	35	85	81	76	46	88	50	67	72	49	36	82	59	37	54	80	83	43	74	16	
48	79	40	38	81	41	50	47	87	49	39	86	42	43	55	80	45	7	89	85	37	22	6	84	88	83	10	32	54	78	
34	46	44	35	36	37	49	45	43	50	47	80	18	17	40	16	21	3	26	15	75	76	41	4	2	19	22	20	48	0	
87	80	79	89	86	81	75	88	50	78	40	38	76	83	84	43	85	41	82	44	53	37	77	48	74	49	47	39	54	55	
38	41	48	81	39	40	86	49	79	42	50	27	43	87	47	24	89	10	80	83	31	33	26	44	45	6	22	25	88	2	
9	7	10	6	55	12	14	5	13	11	8	57	56	42	33	29	63	61	54	41	32	59	28	79	43	83	31	60	40	39	
44	36	46	37	34	43	2	35	80	75	40	45	50	3	4	41	49	76	42	39	1	82	89	47	0	16	79	87	26	32	
86	53	54	38	51	28	88	27	57	30	52	89	87	31	55	4	25	74	40	81	2	79	75	29	39	26	41	61	6	56	
3	2	4	16	17	36	26	39	0	1	25	15	40	44	33	34	35	43	22	38	37	27	75	41	32	45	42	31	9	30	
20	19	73	15	12	71	21	72	0	14	18	9	24	66	70	11	65	10	64	16	67	23	62	26	17	13	58	22	27	68	
60	82	57	56	70	12	5	80	44	79	10	11	68	75	61	69	31	84	9	83	7	55	41	51	66	28	73	43	6	63	
19	21	20	73	12	0	71	70	15	14	66	27	51	60	72	4	68	25	10	53	61	11	6	67	9	29	28	58	18	26	
2	4	3	39	40	36	38	1	37	41	43	0	42	86	75	44	27	32	33	16	87	26	79	89	50	10	34	80	9	35	
87	86	80	79	75	89	88	40	39	82	84	83	43	44	42	81	41	38	85	76	37	50	74	32	57	10	78	31	48	33	
18	21	20	0	65	19	14	29	46	4	15	64	34	12	1	44	67	26	28	36	13	54	80	66	73	9	25	75	8	2	
57	55	1	56	54	68	28	0	30	51	52	4	66	53	2	75	40	77	89	36	88	7	60	87	37	29	31	64	63	67	
53	51	52	60	57	54	89	86	56	68	28	55	61	81	79	58	70	88	6	7	80	12	87	77	73	59	62	78	10	72	
44	46	43	80	34	75	36	37	76	45	50	2	35	26	39	41	27	42	4	40	89	21	38	79	49	83	82	47	85	12	
15	19	20	16	17	14	9	21	18	26	25	12	11	10	27	24	4	22	0	29	23	13	3	33	73	61	31	72	59	39	
81	24	83	80	10	72	12	48	82	86	73	70	31	51	89	79	85	27	6	68	88	75	47	45	30	74	58	43	60	53	
16	15	17	26	19	22	20	18	25	3	24	27	9	21	14	4	23	2	33	0	32	36	12	29	34	39	44	31	30	10	
60	61	56	57	58	59	51	55	11	52	68	1	69	53	54	9	5	10	77	0	28	66	39	30	4	70	82	88	73	89	
67	1	0	64	65	54	66	55	59	18	4	73	9	19	68	40	14	49	61	63	57	58	72	12	53	7	60	2	56	27	
75	76	74	80	44	85	36	26	21	43	34	82	31	25	46	83	30	35	89	84	15	87	2	37	88	45	20	19	79	27	
81	48	80	89	47	50	88	49	82	79	24	45	85	22	72	31	41	83	87	44	68	43	86	23	46	51	62	64	30	55	
56	51	57	52	68	55	88	60	54	53	28	89	72	7	58	61	59	81	70	77	64	69	82	66	63	79	5	86	83	62	
31	75	21	44	46	80	30	25	74	76	85	26	34	45	81	82	22	43	12	24	36	84	35	2	29	88	19	79	32	20	
49	50	37	38	87	40	34	41	36	35	44	79	47	80	39	48	86	43	89	45	42	81	46	76	75	84	85	27	2	88	
11	69	60	12	58	73	70	9	72	10	61	5	66	59	56	0	14	57	19	15	71	68	6	67	63	4	44	64	21	20	
69	5	56	63	70	57	6	8	68	11	58	66	7	14	60	12	9	59	72	73	64	13	62	55	10	28	52	1	51	54	
40	37	50	42	49	79	87	43	36	84	41	32	47	34	44	39	80	89	85	35	86	45	88	55	38	33	48	76	81	46	
56	5	57	60	58	69	6	11	70	61	59	10	55	1	51	68	9	0	63	66	8	73	4	12	7	14	52	77	72	28	
18	65	64	19	67	20	0	21	54	59	14	73	15	66	9	1	12	72	71	62	8	63	68	29	24	4	25	58	13	55	
29	14	15	28	21	33	32	9	26	31	20	30	16	13	19	12	4	0	25	8	18	7	60	2	52	10	27	17	11	6	
57	60	56	51	5	55	10	6	61	12	68	53	7	70	28	31	9	79	32	11	82	1	54	30	41	4	52	63	66	86	
62	68	53	70	13	12	66	51	28	73	8	57	71	7	21	6	63	54	29	31	0	14	19	67	72	60	65	1	64	52	
27	38	48	81	24	22	26	86	25	41	53	79	31	12	80	4	40	49	23	45	89	21	47	10	50	19	16	88	39	43	
58	11	59	69	72	10	60	61	9	56	5	57	73	12	6	70	55	66	83	14	53	68	64	67	0	54	19	51	81	63	
53	51	57	60	68	72	81	58	55	54	61	56	70	12	6	73	59	24	86	10	52	48	62	7	27	69	31	66	79	28	
44	37	75	80	39	87	43	40	89	50	83	34	79	86	36	35	42	76	84	46	82	38	47	85	88	45	41	2	81	49	
60	58	61	59	51	57	55	53	56	54	52	0	11	73	68	4	66	72	89	69	1	10	9	27	30	67	21	12	75	88	
18	54	21	19	65	64	25	88	28	51	30	52	26	15	14	76	20	29	31	67	59	89	9	17	74	0	34	24	16	36	
49	50	34	36	37	44	47	35	80	40	76	79	46	45	41	89	43	87	48	81	25	54	38	75	85	18	31	26	74	88	
82	88	81	83	89	86	61	24	30	48	74	26	27	10	75	80	31	84	57	60	79	85	9	22	56	39	12	59	32	87	
9	7	8	55	56	14	64	54	57	5	59	42	29	63	28	6	50	13	47	77	52	82	11	10	40	84	61	41	39	43	
49	50	40	87	86	89	88	38	79	81	47	37	48	41	80	36	31	76	54	55	34	27	75	39	85	43	45	26	74	30	
32	84	79	31	85	87	43	80	76	7	75	88	40	37	50	81	42	36	33	89	30	29	74	82	44	28	83	45	57	47	
62	71	63	13	66	70	65	73	68	64	72	12	69	7	67	14	8	0	1	5	9	57	6	19	20	29	56	28	15	55	
30	26	83	74	25	82	27	31	88	39	75	61	10	86	2	24	89	16	21	19	33	60	81	15	84	11	51	9	42	44	
74	76	82	85	83	88	84	30	75	35	24	81	31	86	45	89	22	25	80	87	47	34	26	44	23	16	28	2	36	39	
15	16	4	19	26	20	21	0	14	9	17	3	2	25	61	11	18	12	27	1	29	60	30	22	28	24	33	13	44	10	
43	50	44	37	42	40	80	47	79	49	39	34	41	46	84	36	45	85	87	89	35	48	82	59	83	88	55	75	76	9	
15	16	20	19	17	14	26	9	21	18	33	12	25	4	29	10	3	0	11	27	22	24	31	13	32	2	39	30	23	28	
75	44	21	26	30	74	2	76	25	80	46	31	82	36	34	15	17	16	4	85	35	43	20	45	89	88	22	3	24	37	
21	19	60	15	14	61	9	20	12	18	11	0	59	26	4	29	25	64	55	27	73	54	28	10	13	30	58	57	31	51	
83	84	75	43	10	82	33	44	80	85	42	39	79	11	31	32	74	12	6	5	57	9	76	78	87	4	61	60	56	2	
13	28	8	7	6	12	57	51	53	14	31	62	5	29	68	63	52	56	54	30	70	9	60	79	74	81	10	21	84	32	
2	4	3	75	74	36	0	25	17	16	44	26	30	1	76	31	39	40	35	33	37	15	34	43	27	21	80	38	32	22	
81	31	85	79	33	6	83	86	32	84	22	43	74	24	45	48	88	10	80	47	12	87	30	75	82	39	7	42	89	40	
42	87	79	40	41	50	38	39	86	43	49	37	84	89	80	32	83	78	47	81	48	36	33	85	44	75	88	76	31	6	
6	57	29	28	8	7	55	56	54	14	68	5	53	9	12	66	32	31	10	33	79	51	59	60	64	67	70	42	0	63	
71	72	62	65	23	73	64	68	67	66	63	70	22	24	12	13	69	81	7	48	0	45	19	1	8	21	14	20	51	54	
38	27	41	26	49	25	44	21	80	40	48	4	79	50	31	86	2	81	75	43	19	36	24	12	39	15	46	16	89	17	
18	64	65	14	54	9	8	59	1	7	67	55	0	19	63	29	49	13	47	4	34	15	50	12	36	6	40	28	66	62	
75	80	87	79	86	44	31	84	43	76	81	40	83	89	74	85	37	38	6	12	46	88	33	39	50	41	42	30	32	78	
52	51	60	68	58	61	56	73	57	54	53	89	70	66	0	59	1	30	28	55	77	67	88	64	72	75	63	69	12	21	
56	82	70	68	60	5	57	83	51	69	52	10	63	61	58	73	72	77	66	11	28	7	53	6	54	64	55	59	12	62	
27	25	26	38	21	4	2	17	19	86	16	31	24	30	15	3	0	53	81	41	22	75	39	54	89	40	88	36	61	51	
44	43	39	42	37	84	34	82	75	83	46	80	36	85	35	50	45	40	2	79	76	47	41	33	10	4	87	32	49	89	
36	40	18	34	37	3	35	16	49	2	50	4	26	47	17	38	39	88	22	25	32	76	41	27	54	87	1	86	43	33	
86	32	79	87	89	88	38	40	39	30	84	31	42	75	41	81	53	82	33	27	55	80	57	2	61	83	10	43	50	44	
35	37	34	36	85	84	43	76	45	50	87	79	47	46	40	80	32	44	42	31	49	88	33	75	81	89	83	74	39	86	
46	44	80	43	75	21	31	12	79	33	29	34	4	36	32	6	0	10	45	37	76	14	85	20	40	42	84	83	28	87	
59	54	51	58	56	60	57	61	52	10	24	64	9	53	72	81	68	12	83	8	14	55	6	82	48	88	28	11	89	7	
47	50	45	85	43	48	80	37	59	83	34	44	46	81	84	35	39	82	79	49	77	64	42	56	87	76	40	88	36	67	
11	59	61	10	5	9	58	56	60	14	57	55	8	64	6	7	54	12	69	42	52	83	13	39	29	77	28	63	32	19	
0	1	4	60	58	66	61	59	73	2	14	11	57	55	9	12	3	56	67	54	68	13	64	70	63	72	69	51	15	52	
6	7	12	53	29	10	14	8	27	57	55	38	79	28	5	54	13	9	31	81	86	32	61	56	41	60	51	4	11	70	
87	37	76	89	88	35	40	36	50	75	84	79	80	34	86	85	74	44	43	47	45	77	49	81	82	32	46	78	42	31	
36	34	35	37	16	76	47	50	40	26	3	39	18	2	43	49	44	45	17	42	4	22	85	25	41	15	9	89	75	88	
88	30	31	75	87	86	89	84	79	74	32	28	57	51	76	80	81	82	85	53	83	52	78	54	55	60	40	68	2	77	
63	64	62	65	8	66	67	68	7	1	54	14	13	71	70	0	73	6	56	9	55	29	12	18	57	5	28	59	72	69	
61	60	58	59	11	56	52	69	51	57	73	55	9	10	72	54	64	70	5	14	0	68	66	12	1	82	67	83	63	53	
1	66	63	0	70	67	64	68	62	8	4	5	65	56	71	7	6	69	57	73	14	12	46	72	13	77	55	44	54	43	
85	81	45	47	83	80	82	88	76	43	24	84	48	89	74	46	75	79	22	50	34	86	87	31	44	35	77	72	39	23	
76	35	85	45	47	36	74	34	37	48	81	50	75	22	83	43	88	24	80	87	84	89	44	82	2	39	40	86	49	46	
66	71	62	73	12	0	72	13	70	68	14	19	15	67	63	1	21	20	69	65	64	9	4	29	24	11	22	60	7	8	
46	45	34	35	47	23	44	80	43	22	85	36	48	37	50	24	81	76	49	75	82	79	72	40	89	65	88	83	77	1	
27	81	48	10	12	24	60	72	82	57	51	56	61	9	68	22	31	80	38	53	79	41	83	86	70	26	88	69	11	73	
58	59	10	72	60	11	56	9	61	57	73	69	55	6	54	51	12	64	68	53	5	67	70	83	81	52	66	14	24	7	
40	50	41	38	49	87	37	36	86	79	39	32	89	48	88	2	81	26	47	42	44	43	75	80	31	76	34	84	27	4	
43	79	85	6	80	45	81	31	84	32	42	12	83	7	33	47	41	5	36	75	40	8	10	76	50	87	29	48	44	14	
26	25	21	27	16	31	15	30	75	29	32	17	33	2	24	20	4	19	12	14	22	44	38	74	3	39	80	10	0	36	
0	20	19	21	4	12	15	29	14	73	25	66	31	9	10	11	26	27	6	1	60	75	17	70	2	16	33	58	28	18	
25	27	26	16	39	19	33	10	31	24	4	15	38	17	22	9	32	2	3	12	14	30	21	81	86	40	74	41	48	61	
73	0	66	71	67	1	72	70	68	20	21	4	19	65	12	60	58	69	64	62	51	63	15	14	57	46	53	56	11	61	
27	26	25	24	39	10	19	38	16	4	15	2	12	61	21	31	14	9	81	33	86	48	83	41	17	30	3	22	75	0	
57	56	68	55	60	51	77	5	70	53	54	59	79	61	6	66	78	7	58	52	31	63	1	80	64	10	81	67	69	28	
14	9	28	15	10	29	11	33	12	19	61	30	6	4	16	39	51	21	57	60	8	31	26	25	13	59	27	5	58	32	
40	37	36	41	50	49	2	87	42	38	1	79	39	4	89	55	43	44	3	47	86	75	80	88	32	48	84	0	34	54	
55	54	57	7	56	8	6	53	52	5	28	63	68	51	64	59	58	69	14	70	29	9	62	13	77	67	12	66	60	79	
68	57	56	70	63	51	62	60	69	66	55	54	64	52	53	5	73	59	58	72	7	67	8	61	12	28	1	77	6	78	
22	47	45	23	34	48	46	85	18	24	50	35	49	43	36	65	81	44	64	37	16	76	80	17	26	82	31	88	9	40	
60	51	73	68	21	66	70	0	53	57	71	12	72	61	19	56	28	67	1	62	54	20	58	52	69	4	55	27	14	64	
50	49	37	40	47	39	34	41	36	44	87	42	35	43	38	48	79	89	45	80	86	88	46	59	85	84	81	54	55	76	
38	27	86	2	75	39	36	40	41	26	25	4	87	74	76	79	37	3	44	81	31	80	49	43	89	35	50	34	42	16	
51	53	52	57	56	28	68	60	54	70	89	88	6	30	55	83	81	86	58	82	80	7	31	73	12	72	5	75	79	8	
